x,y,ultra_blue,blue,green,red,nir,swir1,swir2,d-ndvi
579868.1,2275393,0.03797125,0.03663749999999999,0.0673,0.0385075,0.45982125,0.20598249999999999,0.08281,0.0012573599815368652
544168.9,2323000,0.014445,0.018061249999999987,0.043196250000000005,0.024963750000000007,0.28921125000000003,0.11349999999999999,0.045355000000000006,0.05078005790710449
542199.8,2324056,0.018102499999999994,0.02302499999999999,0.05624499999999999,0.0322375,0.35437250000000003,0.15607,0.06548500000000002,-0.0018202662467956543
575958,2281037,0.029734999999999998,0.03229249999999999,0.05906375,0.03662375,0.37222000000000005,0.18328125,0.07520625,-0.007204532623291016
584147.2,2358025,0.010471250000000001,0.01405999999999999,0.03865874999999999,0.021264999999999992,0.27515875,0.10636375,0.04081749999999999,0.005966782569885254
558420.6,2335732,0.03350249999999999,0.042027499999999995,0.07546750000000002,0.06149749999999998,0.23296,0.182855,0.12914750000000003,0.0008243918418884277
535333.8,2329276,0.021787499999999987,0.026764999999999983,0.04873749999999999,0.031604999999999994,0.33644250000000003,0.1564275,0.06603500000000001,0.0024198293685913086
547290.3,2327958,0.01976625,0.025733749999999986,0.058445,0.03955249999999999,0.31651875,0.1548875,0.0711225,2.574920654296875e-05
549837.5,2324545,0.018955,0.024152499999999993,0.05768874999999998,0.03637625,0.34729125000000005,0.16195500000000002,0.06351875000000001,0.00576019287109375
545829.8,2324742,0.017415,0.023107500000000003,0.05111625,0.03363999999999999,0.340815,0.14865874999999998,0.0594075,0.010369539260864258
540312.3,2336847,0.013839999999999991,0.0175525,0.04408999999999999,0.02588499999999999,0.277125,0.10706500000000002,0.04144999999999999,0.02883249521255493
583556.8,2337285,0.019917500000000005,0.025073750000000006,0.053604999999999986,0.035358749999999994,0.2158275,0.070435,0.038796250000000004,0.18221807479858398
550518.4,2316816,0.026737499999999997,0.028359999999999996,0.05727624999999997,0.03181125,0.4009575,0.18317124999999998,0.07554999999999998,-0.004936158657073975
536274.9,2340128,0.016644999999999993,0.02318999999999999,0.0507725,0.032594999999999985,0.28994000000000003,0.12353750000000002,0.04733499999999999,0.02617335319519043
533244.2,2327633,0.04436499999999999,0.04447499999999999,0.06493500000000002,0.04871,0.41506499999999996,0.2184125,0.10395749999999998,0.04054313898086548
544514.7,2340862,0.019202499999999983,0.027260000000000006,0.06218499999999999,0.04013,0.28972000000000003,0.13638,0.05467749999999999,-0.0041748881340026855
581564.2,2335486,0.02682000000000001,0.03237499999999999,0.06493500000000002,0.04565749999999999,0.264255,0.11559000000000003,0.052395000000000025,0.039915502071380615
575548.3,2278945,0.030615000000000003,0.03168750000000001,0.06303750000000002,0.03955249999999999,0.380855,0.2011425,0.08443250000000002,0.0022316575050354004
544784.3,2333083,0.02026125000000001,0.025362499999999996,0.05383874999999999,0.034176250000000005,0.35037125,0.13702625000000002,0.05614875,0.01744633913040161
558171.9,2338410,0.03969,0.04791250000000001,0.08298875,0.0652925,0.36683,0.21410875000000001,0.10405375,-0.004008114337921143
