x,y,ultra_blue,blue,green,red,nir,swir1,swir2,d-ndvi
537093.6,2336841,0.0383425,0.044997499999999996,0.07013249999999999,0.05874750000000001,0.2779775,0.14892,0.08311249999999998,-0.01872152090072632
555008.5,2322414,0.024592500000000003,0.03131624999999999,0.06717624999999999,0.04833875,0.32793125,0.17772625,0.0835525,-0.008817076683044434
533918.4,2324482,0.0337225,0.040047499999999986,0.06642,0.054608749999999984,0.345325,0.19573875000000002,0.0952675,0.02449333667755127
542058.1,2327925,0.025293750000000004,0.03306250000000001,0.06570499999999999,0.0471975,0.3179075,0.2048,0.09744,0.020934104919433594
536418.6,2325099,0.02437249999999999,0.0327325,0.06356,0.0418625,0.3828075,0.2234175,0.09909000000000001,0.08328783512115479
542197.1,2331441,0.024867499999999987,0.029624999999999985,0.05389374999999999,0.036114999999999994,0.34723625,0.18566,0.07764000000000001,0.039702534675598145
540850.6,2331243,0.030752499999999988,0.0351525,0.0713975,0.056162500000000004,0.3892425,0.2171475,0.1112725,-0.037057340145111084
542308.8,2329791,0.030656249999999996,0.038067500000000004,0.07394124999999999,0.05988874999999999,0.3690025,0.23685124999999999,0.11800999999999998,-0.0247306227684021
535733.8,2332508,0.034107499999999985,0.040267499999999984,0.07772249999999997,0.059462499999999974,0.32954,0.21285749999999998,0.11281249999999998,0.03427547216415405
544295.1,2327174,0.02698500000000001,0.03355749999999999,0.064,0.04980999999999999,0.230155,0.12386750000000002,0.07007750000000001,-0.01634007692337036
534111.4,2325764,0.035785,0.04264625,0.07432624999999998,0.069885,0.33366500000000004,0.21485125000000002,0.10861875000000001,0.03518271446228027
556365,2316183,0.03792999999999999,0.04002,0.07768124999999998,0.06229500000000002,0.3920475,0.2537775,0.1234275,0.10508942604064941
541510.9,2329317,0.035303749999999995,0.04154624999999999,0.08144874999999999,0.06910125,0.36241625,0.25226499999999996,0.13046750000000001,0.1122438907623291
546435.1,2335332,0.03304875,0.03881,0.064715,0.05174875000000001,0.32965000000000005,0.1961375,0.097055,-0.014364480972290039
544087.2,2333318,0.02302499999999999,0.03133,0.06224000000000002,0.04827000000000001,0.379095,0.2102175,0.10189500000000001,0.02386188507080078
543109.1,2325971,0.023808750000000004,0.029624999999999985,0.06841375,0.04703249999999999,0.361275,0.20940625000000002,0.09937875000000002,0.007362246513366699
541320.7,2333049,0.030229999999999993,0.036898749999999994,0.06839999999999999,0.054815,0.3266525,0.1953675,0.11607124999999999,0.02302318811416626
543849,2337291,0.03050499999999999,0.03687125000000001,0.07313,0.053330000000000016,0.35171875,0.20579,0.10063,-0.0036237239837646484
543878.3,2333481,0.04935624999999999,0.05012625000000001,0.08476249999999999,0.07455999999999999,0.29911125,0.20013875,0.118725,0.035413920879364014
543263.4,2329617,0.026132500000000003,0.0342725,0.07495874999999999,0.0537425,0.40856125000000004,0.21028625,0.09768750000000001,0.01618582010269165
547978.9,2337085,0.05232624999999999,0.05712500000000001,0.09183,0.08223249999999999,0.39466,0.26531375,0.14392875000000002,-0.044132113456726074
542107.1,2328966,0.024881250000000008,0.029308749999999995,0.06222625000000001,0.04300375000000001,0.34322125,0.199465,0.08800749999999999,-0.005815684795379639
546300.1,2332920,0.029982499999999995,0.03663749999999999,0.07125999999999999,0.05071749999999997,0.37992,0.19798,0.08853,0.02757054567337036
587679.8,2342143,0.01608124999999999,0.027246249999999986,0.06412374999999998,0.05059374999999999,0.3436475,0.20167875000000002,0.0922425,0.006654262542724609
545483.9,2332508,0.023657499999999998,0.03150875,0.06433,0.04646874999999999,0.25989625,0.14329625000000001,0.06827624999999998,-0.0068038105964660645
543785.1,2325613,0.024510000000000004,0.03183875,0.07028375,0.053453749999999994,0.34164,0.20129375,0.09617499999999998,-0.03194248676300049
544982,2329411,0.024812499999999987,0.030945,0.06608999999999998,0.046922500000000006,0.35352,0.19168249999999998,0.09092250000000002,0.011607706546783447
542713.6,2325909,0.02581625,0.034355,0.07112249999999998,0.05273875,0.33790000000000003,0.22053,0.10665249999999998,-0.00747072696685791
545840.8,2332506,0.02849750000000001,0.03454750000000001,0.06796000000000002,0.049232499999999985,0.3186225,0.18494500000000003,0.10137249999999998,-0.0029485225677490234
543698.3,2326807,0.0266275,0.03528999999999999,0.07142500000000002,0.06479750000000001,0.306495,0.2234175,0.12554500000000002,-0.020815908908843994
533592.4,2325689,0.03328249999999999,0.040295,0.08099499999999998,0.06380750000000002,0.2810575,0.192645,0.09752250000000001,0.026141762733459473
538893.8,2334706,0.029294999999999988,0.03933249999999999,0.06856499999999999,0.05261500000000002,0.32244500000000004,0.207165,0.11190499999999998,0.06766003370285034
545075.9,2329853,0.026489999999999986,0.03432750000000001,0.06625500000000001,0.05129499999999998,0.3442525,0.21206000000000003,0.10087750000000001,-0.003077864646911621
585902.8,2348251,0.03901625,0.047719999999999985,0.07732375,0.06994,0.27188625,0.19232875000000002,0.09783875,0.031479477882385254
